,index,Feature name,Coefficients,p_values,Original feature name,Score -  Calculations,Score -  Calculation,Score - Preliminary,Difference,Score - Final
0,0,Intercept,-0.02430467321964729,,Intercept,-2.2578371351547624,408.1172071145161,408.0,-0.11720711451607713,408.0
1,1,grade:A,2.0313134597920337,0.0,grade,188.7034201698562,138.3825081245612,138.0,-0.3825081245612125,138.0
2,2,grade:B,1.124506367507283,5.069716433182867e-96,grade,104.46354132519285,76.60659697180809,77.0,0.3934030281919121,77.0
3,3,grade:C,0.8653655202090255,8.184743671259539e-61,grade,80.39007105148033,58.95271877108557,59.0,0.04728122891442865,59.0
4,4,grade:D,0.686266086884232,1.9095921092292505e-40,grade,63.752227465128186,46.751633474427344,47.0,0.24836652557265637,47.0
5,5,grade:E,0.4051288269768902,3.00343159876202e-17,grade,37.63535110320589,27.59925747568432,28.0,0.4007425243156817,28.0
6,6,grade:F,0.13875785483010014,0.005715847490835846,grade,12.89022216421144,9.45282958708839,9.0,-0.45282958708838983,9.0
7,7,home_ownership:OWN,0.11512006597522938,1.0331507505440673e-08,home_ownership,10.694336747972583,7.842513615179896,8.0,0.15748638482010424,8.0
8,8,home_ownership:MORTGAGE,0.12130301196523961,3.660166477968504e-22,home_ownership,11.26871538432538,8.263724615171945,8.0,-0.26372461517194523,8.0
9,9,addr_state:NM_VA,-0.03847331969029696,0.18274907393118145,addr_state,-3.574065329922342,-2.6209812419430505,-3.0,-0.3790187580569495,-3.0
10,10,addr_state:OK_TN_MO_LA_MD_NC,-0.017707147052298547,0.34408028527068024,addr_state,-1.6449451433071371,-1.2062931050919006,-1.0,0.20629310509190057,-1.0
11,11,addr_state:UT_KY_AZ_NJ,0.0035182388531390884,0.8651329228232664,addr_state,0.3268346898217221,0.2396787725359295,0.0,-0.2396787725359295,0.0
12,12,addr_state:AR_MI_PA_OH_MN,0.06275497677113666,0.0004797302201904094,addr_state,5.8297643292363945,4.275160508106691,4.0,-0.27516050810669057,4.0
13,13,addr_state:RI_MA_DE_SD_IN,0.02280776495782439,0.3885181226977291,addr_state,2.1187784845438347,1.5537708886654786,2.0,0.44622911133452137,2.0
14,14,addr_state:GA_WA_OR,0.11113849728332788,1.1677191144870947e-06,addr_state,10.324459993510496,7.571270661907697,8.0,0.4287293380923032,8.0
15,15,addr_state:WI_MT,0.17054838984328946,0.00018290581416647715,addr_state,15.843475221783642,11.61854849597467,12.0,0.3814515040253301,12.0
16,16,addr_state:IL_CT,0.18658409361080847,4.1721255957782874e-13,addr_state,17.333147892032816,12.710975120824063,13.0,0.2890248791759369,13.0
17,17,addr_state:KS_SC_CO_VT_AK_MS,0.25054579279193634,1.2631806709870343e-19,addr_state,23.27501340627503,17.068343164601686,17.0,-0.06834316460168566,17.0
18,18,addr_state:WV_NH_WY_DC_ME_ID,0.43964085601718794,1.0082109325282402e-17,addr_state,40.841423452853164,29.95037719875899,30.0,0.049622801241010706,30.0
19,19,verification_status:Source Verified grade,0.0,1.0,verification_status,0.0,0.0,0.0,0.0,0.0
20,20,verification_status:Not Verified,0.0915278180092595,3.143969568573176e-12,verification_status,8.502681954758327,6.235300100156106,6.0,-0.23530010015610614,6.0
21,21,purpose:small_business,-0.47855562857466416,6.95415197143669e-25,purpose,-44.45649853706968,-32.60143226051776,-33.0,-0.3985677394822389,-33.0
22,22,purpose:educational,-0.25302239210381444,0.06547533209296083,purpose,-23.505082654469522,-17.23706061327765,-17.0,0.2370606132776487,-17.0
23,23,purpose:renewable_energy,-0.00842864123805337,0.9602301543489377,purpose,-0.7829975336097065,-0.5741981913137847,-1.0,-0.4258018086862153,-1.0
24,24,purpose:moving,-0.09413761398428881,0.13638573515331862,purpose,-8.745124805742032,-6.413091524210823,-6.0,0.41309152421082285,-6.0
25,25,purpose:house,-0.038886106282477434,0.593445222444561,purpose,-3.612412066300828,-2.6491021819539404,-3.0,-0.3508978180460596,-3.0
26,26,purpose:other,0.0035821311606720153,0.9278066681929329,purpose,0.33277010904315624,0.24403141329831457,0.0,-0.24403141329831457,0.0
27,27,purpose:medical,-0.026107333156649398,0.651070283273188,purpose,-2.4252992734454732,-1.7785528005266802,-2.0,-0.2214471994733198,-2.0
28,28,purpose:wedding,0.2965712391192465,8.971278667933625e-05,purpose,27.550650479883924,20.203810351914875,20.0,-0.20381035191487484,20.0
29,29,purpose:vacation,0.11830335164516498,0.11074172445802516,purpose,10.990055210526384,8.05937382105268,8.0,-0.05937382105268085,8.0
30,30,purpose:debt_consolidation,-0.0008872134255409769,0.9798684954398132,purpose,-0.08241968122307274,-0.060441099563586675,-0.0,0.060441099563586675,-0.0
31,31,purpose:home_improvement,-0.007579067719889647,0.8533887407879832,purpose,-0.7040744960103567,-0.5163212970742616,-1.0,-0.48367870292573845,-1.0
32,32,purpose:major_purchase,0.15881358132183032,0.0015269629228855251,purpose,14.75334386250814,10.81911883250597,11.0,0.1808811674940305,11.0
33,33,purpose:car,0.20425132314506667,0.0008060723552503588,purpose,18.974384807964903,13.914548859174262,14.0,0.08545114082573768,14.0
34,34,purpose:credit_card,0.09989317063288711,0.006336623771783135,purpose,9.279800150571896,6.805186777086058,7.0,0.19481322291394232,7.0
35,35,initial_list_status:w,0.11274866848387051,1.3748938427597658e-18,initial_list_status,10.474040458867382,7.680963003169413,8.0,0.3190369968305866,8.0
36,36,term:36,0.05997444260344847,1.8605309772656466e-05,term,5.571460370872616,4.085737605306585,4.0,-0.08573760530658525,4.0
37,37,emp_length:1,0.09586271011540168,0.00021584909783785682,emp_length,8.905381480305746,6.530613085557547,7.0,0.4693869144424534,7.0
38,38,emp_length:2-4,0.12079095168718829,1.5133765661145055e-10,emp_length,11.221146396222823,8.228840690563402,8.0,-0.22884069056340195,8.0
39,39,emp_length:5-6,0.07096432642568738,0.0008963917510476724,emp_length,6.592390279316276,4.834419538165269,5.0,0.16558046183473074,5.0
40,40,emp_length:7-9,0.053044929478464446,0.0106386415010112,emp_length,4.927727705934597,3.6136669843520375,4.0,0.3863330156479625,4.0
41,41,emp_length:10,0.11991273236336895,7.055636137758308e-11,emp_length,11.139562242253334,8.169012310985778,8.0,-0.16901231098577796,8.0
42,42,mths_since_issued_date:<38,0.0,1.0,mths_since_issued_date,0.0,0.0,0.0,0.0,0.0
43,43,mths_since_issued_date:38-39,0.0,1.0,mths_since_issued_date,0.0,0.0,0.0,0.0,0.0
44,44,mths_since_issued_date:40-41,0.0,1.0,mths_since_issued_date,0.0,0.0,0.0,0.0,0.0
45,45,mths_since_issued_date:42-48,0.0,1.0,mths_since_issued_date,0.0,0.0,0.0,0.0,0.0
46,46,mths_since_issued_date:49-52,0.0,,mths_since_issued_date,0.0,0.0,0.0,0.0,0.0
47,47,mths_since_issued_date:53-64,0.9611172664826397,0.0,mths_since_issued_date,89.28514429680662,65.47577248432485,65.0,-0.47577248432484964,65.0
48,48,mths_since_issued_date:65-84,0.4599086671625384,2.0440255845249545e-209,mths_since_issued_date,42.72424723076282,31.331114635892735,31.0,-0.33111463589273527,31.0
49,49,int_rate:<9.548,0.0,1.0,int_rate,0.0,0.0,0.0,0.0,0.0
50,50,int_rate:9.548-12.025,0.33239004758786483,2.0138754803182428e-23,int_rate,30.878119035686872,22.643953959503705,23.0,0.3560460404962953,23.0
51,51,int_rate:12.025-15.74,0.1391390891846962,7.284617412929287e-07,int_rate,12.925637784706511,9.478801042118107,9.0,-0.47880104211810703,9.0
52,52,int_rate:15.74-20.281,-0.053734035537361134,0.029816447254019367,int_rate,-4.991743758970001,-3.6606120899113335,-4.0,-0.33938791008866653,-4.0
53,53,mths_since_earliest_cr_line:140-239,0.015012626517170885,0.453910905511243,mths_since_earliest_cr_line,1.3946316142723036,1.0227298504663562,1.0,-0.022729850466356227,1.0
54,54,mths_since_earliest_cr_line:240-339,0.07184108292565015,0.0012683123393621698,mths_since_earliest_cr_line,6.673838540982432,4.894148263387117,5.0,0.10585173661288305,5.0
55,55,mths_since_earliest_cr_line:340-439,0.09198813422874123,0.0007865409812708601,mths_since_earliest_cr_line,8.545444062475937,6.266658979149021,6.0,-0.26665897914902104,6.0
56,56,mths_since_earliest_cr_line:440-539,0.09363577840703267,0.025184769787687297,mths_since_earliest_cr_line,8.698505664154283,6.37890415371314,6.0,-0.37890415371314035,6.0
57,57,mths_since_earliest_cr_line:540-600,-0.09221503873490847,0.1887859903547222,mths_since_earliest_cr_line,-8.5665228655328,-6.282116768057386,-6.0,0.28211676805738595,-6.0
58,58,mths_since_earliest_cr_line:>600,0.0,1.0,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0,0.0
59,59,delinq_2yrs:0,-0.026189199460496766,0.9466467278425819,delinq_2yrs,-2.4329044273709757,-1.7841299134053819,-2.0,-0.21587008659461815,-2.0
60,60,delinq_2yrs:0-3,0.001696387578362092,0.9491875970452054,delinq_2yrs,0.15758972916142647,0.11556580138504607,0.0,-0.11556580138504607,0.0
61,61,delinq_2yrs:3-7,0.0016146014818518993,0.9783999046142547,delinq_2yrs,0.14999202627641953,0.10999415260270767,0.0,-0.10999415260270767,0.0
62,62,delinq_2yrs:7-9,-0.008450349014146862,0.9695392539532033,delinq_2yrs,-0.7850141261613763,-0.575677025851676,-1.0,-0.424322974148324,-1.0
63,63,delinq_2yrs:9-11,-0.07001862368318566,0.8453184437480376,delinq_2yrs,-6.50453710180011,-4.769993874653414,-5.0,-0.23000612534658593,-5.0
64,64,delinq_2yrs:11-12,-0.13232971484125514,0.8113213615263273,delinq_2yrs,-12.293065681356321,-9.014914832994636,-9.0,0.01491483299463603,-9.0
65,65,delinq_2yrs:12-18,-0.07195598146008701,0.8848026303337638,delinq_2yrs,-6.684512298061244,-4.901975685244912,-5.0,-0.09802431475508833,-5.0
66,66,inq_last_6mths:0,-0.026189199460496766,0.9466467278425987,inq_last_6mths,-2.4329044273709757,-1.7841299134053819,-2.0,-0.21587008659461815,-2.0
67,67,inq_last_6mths:0-3,-0.16877825012503717,3.9129018881096307e-50,inq_last_6mths,-15.67903412215793,-11.497958356249148,-11.0,0.4979583562491481,-11.0
68,68,inq_last_6mths:3-7,-0.389902180689435,2.184508279636011e-37,inq_last_6mths,-36.220837642317576,-26.56194760436622,-27.0,-0.43805239563377896,-27.0
69,69,inq_last_6mths:9-11,0.0036949522169359376,0.9939126894050194,inq_last_6mths,0.3432508741272204,0.2517173076932949,0.0,-0.2517173076932949,0.0
70,70,inq_last_6mths:11-12,-0.10076648084557205,0.8835962681747019,inq_last_6mths,-9.36092826165121,-6.864680725210889,-7.0,-0.13531927478911143,-7.0
71,71,inq_last_6mths:12-18,-0.2320356825589429,0.649377773196824,inq_last_6mths,-21.55547519721668,-15.807348477958897,-16.0,-0.19265152204110336,-16.0
72,72,inq_last_6mths:18,0.04466198040111012,0.9592825531429608,inq_last_6mths,4.148974848082488,3.042581555260491,3.0,-0.04258155526049112,3.0
73,73,open_acc:0-1,0.03871284281052798,0.9574920019528618,open_acc,3.596316367436748,2.637298669453615,3.0,0.36270133054638487,3.0
74,74,open_acc:1-4,0.1438000459431746,0.8299599961698859,open_acc,13.358627817509587,9.796327066173697,10.0,0.20367293382630258,10.0
75,75,open_acc:4-28,-0.008477058369608347,0.989895288102459,open_acc,-0.7874953516471912,-0.5774965912079402,-1.0,-0.42250340879205983,-1.0
76,76,open_acc:28-35,-0.019263136093935714,0.9771467735398793,open_acc,-1.7894922354796132,-1.312294306018383,-1.0,0.31229430601838293,-1.0
77,77,open_acc:35-45,-0.12117650915721245,0.8589514331445822,open_acc,-11.25696362222252,-8.255106656296514,-8.0,0.25510665629651363,16.0
78,78,open_acc:<45,0.04660477124449046,0.9546352873813913,open_acc,4.329454761240787,3.1749334915765766,3.0,-0.17493349157657656,3.0
79,79,pub_rec:3-6,0.15578201837661673,0.2680886271158538,pub_rec,14.471720022787915,10.612594683377804,11.0,0.38740531662219624,11.0
80,80,pub_rec:6-8,0.11789015822324218,0.7930156294570162,pub_rec,10.95167068078645,8.031225165910064,8.0,-0.031225165910063524,8.0
81,81,pub_rec:8,-0.06477650803066666,0.906166087066728,pub_rec,-6.017559009971019,-4.41287660731208,-4.0,0.4128766073120804,-4.0
82,82,total_acc:<0,-0.026189199460496766,0.9466467278426048,total_acc,-2.4329044273709757,-1.7841299134053819,-2.0,-0.21587008659461815,-2.0
83,83,total_acc:0-4,-0.052190514939552485,0.8961217989883696,total_acc,-4.848354950854224,-3.5554602972930978,-4.0,-0.44453970270690224,-4.0
84,84,total_acc:4-62,0.026974326302120974,0.9452540915876151,total_acc,2.505840546396551,1.8376164006908038,2.0,0.1623835993091962,2.0
85,85,total_acc:62-72,0.06315388984019375,0.8743192874058016,total_acc,5.866822253565433,4.302336319281317,4.0,-0.3023363192813173,4.0
86,86,total_acc:72-85,0.06920689694004618,0.8768126026160259,total_acc,6.429129925258563,4.714695278522946,5.0,0.2853047214770541,5.0
87,87,acc_now_delinq:0-1,0.0,1.0,acc_now_delinq,0.0,0.0,0.0,0.0,0.0
88,88,acc_now_delinq:1-2,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0,0.0
89,89,acc_now_delinq:2-3,0.0,1.0,acc_now_delinq,0.0,0.0,0.0,0.0,0.0
90,90,acc_now_delinq:3-5,0.0,1.0,acc_now_delinq,0.0,0.0,0.0,0.0,0.0
91,91,annual_inc:20k-30k,-0.08281036522777406,0.05528808230965632,annual_inc,-7.692854625004923,-5.64142672500361,-6.0,-0.3585732749963899,-6.0
92,92,annual_inc:30k-40k,-0.014061715083438295,0.7363312394512241,annual_inc,-1.3062945637009298,-0.9579493467140152,-1.0,-0.042050653285984785,-1.0
93,93,annual_inc:40k-50k,0.0827408107891598,0.047741632509413094,annual_inc,7.686393209416289,5.6366883535719445,6.0,0.36331164642805547,6.0
94,94,annual_inc:50k-60k,0.15179617174791474,0.0003388638997331412,annual_inc,14.10144585979115,10.341060297180176,10.0,-0.34106029718017616,10.0
95,95,annual_inc:60k-70k,0.22634544059948603,1.7765843837919152e-07,annual_inc,21.026867406938226,15.419702765088033,15.0,-0.41970276508803295,15.0
96,96,annual_inc:70k-80k,0.2997490131718533,1.2446158830280928e-11,annual_inc,27.845856928383174,20.420295080814327,20.0,-0.4202950808143271,20.0
97,97,annual_inc:80k-90k,0.3763182349331412,2.928206029192682e-16,annual_inc,34.95892653191865,25.636546123407012,26.0,0.3634538765929882,26.0
98,98,annual_inc:90k-100k,0.3965986204383827,8.005811349591418e-17,annual_inc,36.8429184331952,27.01814018434315,27.0,-0.018140184343149457,27.0
99,99,annual_inc:100k-120k,0.47442372730953786,1.1324079455460372e-23,annual_inc,44.07265630101551,32.319947954078046,32.0,-0.3199479540780459,32.0
100,100,annual_inc:120k-140k,0.5599137679947727,1.0627114176554646e-25,annual_inc,52.01444538826726,38.143926618062665,38.0,-0.1439266180626646,38.0
101,101,annual_inc:>140k,0.5074584804673051,1.6814418624874107e-24,annual_inc,47.141493793962496,34.57042878223916,35.0,0.42957121776083795,35.0
102,102,total_rev_hi_lim:5k_10k,0.06273537344835654,0.010735059184145204,total_rev_hi_lim,5.82794323459565,4.273825038703476,4.0,-0.2738250387034764,4.0
103,103,total_rev_hi_lim:10k_20k,0.031820447400919646,0.17963738393237594,total_rev_hi_lim,2.956031835925167,2.167756679678456,2.0,-0.16775667967845598,2.0
104,104,total_rev_hi_lim:20k_30k,0.030852649947733672,0.23207771662342902,total_rev_hi_lim,2.8661261207006117,2.1018258218471155,2.0,-0.10182582184711553,2.0
105,105,total_rev_hi_lim:30k_40k,0.03709399761266724,0.19785820596090964,total_rev_hi_lim,3.445930111642851,2.5270154152047573,3.0,0.47298458479524275,3.0
106,106,total_rev_hi_lim:40k_50k,0.07245275475250866,0.02894175178106822,total_rev_hi_lim,6.7306611673443735,4.935818189385874,5.0,0.06418181061412565,5.0
107,107,total_rev_hi_lim:50k_65k,0.10158695664677515,0.00546624919794665,total_rev_hi_lim,9.437148201566087,6.920575347815131,7.0,0.07942465218486916,7.0
108,108,total_rev_hi_lim:65k_80k,0.03938255749161047,0.3972808117175157,total_rev_hi_lim,3.6585310149344163,2.6829227442852384,3.0,0.31707725571476164,3.0
109,109,total_rev_hi_lim:>80k,0.158700731665621,0.00047962092473321073,total_rev_hi_lim,14.742860440567995,10.811430989749864,11.0,0.18856901025013606,11.0
110,110,dti:<5,0.17043059390275578,0.0019446017777405137,dti,15.83253230366646,11.610523689355405,12.0,0.38947631064459465,12.0
111,111,dti:5-10,0.17324834591758906,0.0008069047001769868,dti,16.094293697421996,11.80248204477613,12.0,0.19751795522386928,12.0
112,112,dti:10-15,0.08035845560272323,0.11509634466791735,dti,7.465078980648266,5.474391252475394,5.0,-0.47439125247539415,5.0
113,113,dti:15-20,-0.0005399684069805951,0.9915105151612781,dti,-0.050161576338562275,-0.03678515598161234,-0.0,0.03678515598161234,-0.0
114,114,dti:20-25,-0.07017331606451392,0.16810569518999607,dti,-6.518907597545188,-4.780532238199805,-5.0,-0.21946776180019523,-5.0
115,115,dti:25-30,-0.13356774730821297,0.00950874594236985,dti,-12.408075484333843,-9.099255355178151,-9.0,0.0992553551781512,-9.0
116,116,dti:30-35,-0.08406551445836545,0.11471127714472198,dti,-7.809454528133812,-5.7269333206314625,-6.0,-0.27306667936853746,-6.0
117,117,dti:35-40,-0.1618800486455059,0.027489211361866814,dti,-15.038210222757595,-11.028020830022237,-11.0,0.02802083002223732,-11.0
118,118,mths_since_last_delinq:Missing,0.10880986604042958,0.025597578675140467,mths_since_last_delinq,10.108136570982552,7.412633485387205,7.0,-0.4126334853872047,7.0
119,119,mths_since_last_delinq:4-30,0.15759494339528443,0.0003697671496968581,mths_since_last_delinq,14.640135758864966,10.736099556500974,11.0,0.2639004434990255,11.0
120,120,mths_since_last_delinq:31-56,0.20197036035173235,5.702223231118402e-05,mths_since_last_delinq,18.762489652981564,13.759159078853147,14.0,0.2408409211468534,14.0
121,121,mths_since_last_delinq:>=57,0.15732697067716203,0.0022101440090773745,mths_since_last_delinq,14.61524183214078,10.717844010236574,11.0,0.28215598976342626,11.0
122,122,mths_since_last_record:0-90,0.1444750935373869,1.400530458646397e-11,mths_since_last_record,13.421337877934402,9.84231444381856,10.0,0.15768555618143942,10.0
123,123,mths_since_last_record:90-120,-0.09092354534023522,0.00011287402344133469,mths_since_last_record,-8.446546689760023,-6.194134239157349,-6.0,0.19413423915734906,-6.0
124,124,mths_since_last_record:120-127,0.005277954804904348,0.9982971376988793,mths_since_last_record,0.4903074502786704,0.359558796871025,0.0,-0.359558796871025,0.0
125,125,mths_since_last_record:>=127,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0,0.0
126,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0,0.0
127,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0,0.0
128,2,addr_state:ND_NE_IA_NC_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0,0.0
129,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0,0.0
130,4,purpose:educ_sm_b_wedd_ren_en_mov_house,0.0,,purpose,0.0,0.0,0.0,0.0,0.0
131,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0,0.0
132,6,term:60,0.0,,term,0.0,0.0,0.0,0.0,0.0
133,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0,0.0
134,8,mths_since_issued_date:>84,0.0,,mths_since_issued_date,0.0,0.0,0.0,0.0,0.0
135,9,int_rate:20.281,0.0,,int_rate,0.0,0.0,0.0,0.0,0.0
136,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0,0.0
137,11,delinq_2yrs:>18,0.0,,delinq_2yrs,0.0,0.0,0.0,0.0,0.0
138,12,inq_last_6mths:7-9,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0,0.0
139,13,open_acc:>=0,0.0,,open_acc,0.0,0.0,0.0,0.0,0.0
140,14,pub_rec:0-3,0.0,,pub_rec,0.0,0.0,0.0,0.0,0.0
141,15,total_acc:>85,0.0,,total_acc,0.0,0.0,0.0,0.0,0.0
142,16,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0,0.0
143,17,total_rev_hi_lim:<=5k,0.0,,total_rev_hi_lim,0.0,0.0,0.0,0.0,0.0
144,18,annual_inc:<20k,0.0,,annual_inc,0.0,0.0,0.0,0.0,0.0
145,19,dti:>40,0.0,,dti,0.0,0.0,0.0,0.0,0.0
146,20,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0,0.0
147,21,mths_since_last_record:Missing,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0,0.0
